Time (days),Strength of Memory,Learning Method,Material Complexity,Information Relevance,Presentation Type,Sleep Quality,Stress Level,Memory Retention (%)
1.5022393284940023,1.4318817119946967,Listening,Low,High,Auditory,Good,Low,44.46151637887556
5.356407520506111,2.0116123029801027,Listening,High,High,Visual,Good,High,4.660038008992526
2.7671294970788924,1.104072885921846,Watching,High,High,Textual,Poor,Moderate,0.0
3.6278006891851833,0.8337768362821507,Watching,Low,Medium,Textual,Average,Low,2.749140087105178
3.497045812008156,4.964772715017842,Listening,Medium,High,Visual,Average,Moderate,48.54553137642361
4.083225301708605,3.4501727806017763,Doing,Low,High,Textual,Good,Moderate,38.57917015529304
6.0724823048094105,2.9394342913924345,Doing,High,Low,Visual,Poor,High,20.442960523815767
6.867101470725663,3.944743251823848,Watching,High,Low,Textual,Good,High,24.56547805638487
2.912331039159337,4.280347218594759,Doing,Medium,Medium,Visual,Average,Moderate,59.42933343678773
5.809880562533492,4.130216456201274,Watching,Low,High,Visual,Good,Moderate,30.593538668735967
5.375241783117552,0.5744275218044448,Doing,Low,Medium,Textual,Poor,Moderate,0.0
4.057349765043456,1.340635541857243,Watching,Medium,Low,Textual,Poor,High,4.203615529637552
6.6967252909223385,3.4470738595302395,Listening,Low,Low,Textual,Poor,High,16.754771743537894
1.483274157145979,2.190917065117833,Listening,Medium,High,Auditory,Good,Low,40.39011469302884
0.8539230511363878,4.921171929774982,Listening,Low,Medium,Textual,Average,High,85.58699442918136
5.992337571992413,3.4943215668721432,Doing,Medium,Low,Textual,Poor,Moderate,26.497005526533037
3.130133734772864,4.80447008928143,Listening,Medium,High,Textual,Average,Moderate,50.7908585090041
5.9440850940287175,1.406509167406072,Doing,Medium,Medium,Auditory,Average,High,9.831006267384202
6.262322415848363,4.3878066265176034,Watching,High,High,Textual,Good,Low,26.514700522623023
0.530957395971593,1.946085376168514,Watching,High,High,Visual,Good,High,87.68744102896254
6.195906864603819,4.953041637070131,Listening,High,Low,Visual,Average,High,32.83650461489317
3.1934014820490133,1.2095990243291628,Doing,Low,Medium,Auditory,Poor,Moderate,15.278546285236922
3.6219841741292025,2.823529184772469,Listening,Medium,Low,Auditory,Poor,Moderate,40.262565756948725
4.423488326543151,4.067800402267048,Watching,Low,Medium,Auditory,Good,Low,32.16747085840679
6.492039986437598,2.446891162718161,Listening,Low,Medium,Auditory,Poor,Moderate,1.2431909106040662
0.2319010515653718,2.6063782708444103,Listening,Medium,High,Auditory,Average,Low,98.35765606340748
3.3902199313929384,4.938601079775835,Watching,High,High,Textual,Poor,High,61.6689786698682
4.845282092770868,2.41388667635519,Doing,Low,Medium,Visual,Good,Low,19.25975955872237
5.086678008117777,3.218324452695786,Doing,Low,High,Visual,Average,High,36.47547949208264
4.878473777606045,0.7454284730381782,Watching,Low,Low,Textual,Average,High,0.0
1.027602392916041,4.28994536094617,Doing,High,Medium,Auditory,Poor,Moderate,90.62294836489644
2.165829559764601,3.4167562204079456,Listening,Medium,Low,Textual,Poor,High,57.25404907813789
2.575137125377393,2.318090462882661,Listening,Medium,High,Auditory,Average,High,36.27140469540098
5.650616732988585,0.5727629297953389,Watching,Low,Medium,Visual,Good,Low,11.238818440965336
2.023443119660416,3.1625096926707674,Listening,Medium,High,Visual,Good,Moderate,63.54654478057152
1.553864250683702,0.5569602281787298,Watching,High,Low,Auditory,Poor,Moderate,3.036693053885868
6.706391331362863,0.5054162625905806,Doing,Medium,Medium,Textual,Good,Moderate,7.505443945614346
0.1611566672829354,3.272443529672096,Listening,Low,High,Auditory,Average,High,100.0
6.9849639042056495,1.350576803005494,Listening,Low,Low,Auditory,Good,High,0.0
4.770066962116029,1.3634939737314289,Listening,Medium,Low,Visual,Average,Low,9.65568328069476
5.816438166198908,3.4397220462473466,Doing,Low,High,Auditory,Poor,Moderate,16.668326877243075
2.132873834788733,0.7416373457271843,Doing,High,Medium,Textual,Good,Moderate,17.973967707119108
0.1987754159027138,1.9103250266355036,Listening,High,High,Auditory,Average,High,91.54760208263784
5.191299678074557,1.172443559639086,Doing,High,Medium,Visual,Poor,Low,5.825274338662415
5.855597719304662,3.1107936640844023,Watching,High,Low,Textual,Average,High,13.888710127785783
5.209285310479282,3.4779431962732814,Listening,Low,Low,Textual,Good,Moderate,20.369008221659044
1.0856669823757863,3.745111341195696,Doing,Low,Low,Visual,Average,High,86.43063983858967
5.298652663573087,1.6485404761335445,Watching,Medium,High,Visual,Poor,Low,5.814106470783601
5.405567196542723,0.901623882364628,Doing,Low,High,Auditory,Poor,Low,15.211680118696007
4.643929558123379,0.8540764562385402,Listening,Medium,High,Visual,Good,High,12.573883847513889
5.386199936289545,2.417681968028257,Watching,Low,Low,Visual,Poor,Moderate,18.20260646485768
5.936857933776352,4.7562998407822175,Watching,Medium,Medium,Visual,Good,High,28.01298520802304
4.333868388238463,1.4797806541116107,Doing,Medium,High,Visual,Poor,High,15.8214007198397
0.7113725263907855,1.655337206036972,Watching,High,High,Textual,Good,Low,62.24134256736265
3.464631886703755,0.9539996094763652,Doing,Medium,High,Textual,Poor,High,2.8474660199319537
0.635780409234075,3.225066232522686,Listening,Medium,Low,Textual,Good,Low,89.01706735413775
2.912046914123773,3.559427932762287,Listening,Medium,Medium,Visual,Average,Low,39.19332849633005
2.909034774966831,3.39319043672342,Listening,Medium,Medium,Auditory,Average,High,36.96018987154454
0.5554679245676669,4.375086093701516,Doing,Medium,Medium,Auditory,Good,Low,97.60272274356932
2.506861684389408,2.688916257617323,Listening,High,High,Auditory,Poor,High,39.01156731788706
0.8658868816600724,1.10505668345179,Listening,Medium,High,Auditory,Poor,Moderate,45.75624905651041
5.676822949063633,1.8023230881698569,Listening,Medium,Medium,Textual,Good,Moderate,16.814661773493693
6.6390473791548485,3.480934880396083,Watching,Medium,Low,Auditory,Poor,Low,11.876338618733254
0.5989836792797764,3.25904888183702,Watching,Low,Medium,Textual,Good,Moderate,87.68614015171903
6.69029493031274,2.889514083843331,Watching,Low,High,Auditory,Average,Moderate,12.306425104896034
3.705778535423542,3.5733398840990924,Doing,High,Medium,Auditory,Good,High,46.99612551384034
2.16700317788173,3.368258826679847,Doing,Medium,Medium,Textual,Poor,High,55.12342230256056
0.6303483194055283,4.465962002592283,Doing,Medium,Medium,Textual,Poor,Moderate,92.21401261923332
3.5543074496858837,3.1370736986523347,Listening,Low,Low,Auditory,Good,Moderate,33.777263955049115
5.582157256986166,4.003706114152504,Watching,Medium,High,Visual,Good,High,19.632854057369883
4.978896693140217,1.619182201849105,Doing,High,High,Auditory,Good,High,2.091463879263449
0.446559479101419,3.551821630650806,Doing,Medium,Medium,Auditory,Good,Moderate,97.08157276035244
0.6030226640385342,4.55987353272204,Watching,High,High,Auditory,Average,Low,96.30077691315056
2.879825650165196,2.2357954755492497,Listening,Low,Low,Textual,Poor,High,26.81967525083168
2.1375044089308086,4.0059688430239095,Watching,High,Medium,Auditory,Poor,High,59.57473668787664
1.7034518290867302,3.761551855379459,Listening,High,Low,Visual,Good,Moderate,70.33431948056413
2.038931042470124,0.7678678859232011,Watching,High,Medium,Auditory,Good,Moderate,12.783590870178267
5.644030928748504,3.116787393308325,Listening,High,Medium,Visual,Good,Low,21.236072334261998
6.511673570059792,1.0858520714036106,Listening,High,Medium,Visual,Average,High,14.58100002747656
2.8952085922402087,4.85293627503766,Doing,High,Low,Visual,Average,Moderate,61.18335920183544
6.35216591471423,4.151333762152953,Watching,High,High,Auditory,Good,Moderate,22.76503199116077
2.318320338610386,0.9937571056120404,Listening,High,High,Textual,Poor,Low,12.682642956506406
3.3874152057721623,1.0478839894145529,Doing,High,High,Textual,Average,Low,20.403501353422623
1.6596000849303982,3.175132347106785,Doing,Low,High,Auditory,Poor,High,67.71689357428485
4.519284691013323,2.052001283779325,Doing,High,Low,Auditory,Average,Moderate,23.700332505579617
6.854969694706181,0.6570763658289918,Watching,High,High,Visual,Good,Moderate,8.242371418302623
4.264102362699313,2.937386785248739,Listening,Medium,High,Auditory,Good,High,29.556799344485505
2.568917180383488,2.245302948586311,Listening,Medium,Medium,Textual,Poor,Low,30.74799952515397
4.569940377334646,0.954844215672842,Watching,Medium,Low,Auditory,Good,High,0.0
0.9481526814111744,4.108641765151922,Listening,High,Medium,Auditory,Poor,High,100.0
6.231747653831251,4.617845443754627,Doing,Low,High,Auditory,Good,High,24.73194550089332
3.571279260380871,3.904672703063585,Listening,Low,Medium,Visual,Good,Low,33.83556486602655
3.2005132200735305,4.200900395073248,Listening,Medium,High,Auditory,Poor,Low,48.90327043120574
4.142467040329282,1.4742075526975282,Watching,Medium,Medium,Auditory,Good,Moderate,13.537058682372043
4.411008653246877,1.6860782791337046,Listening,High,Low,Auditory,Average,Moderate,10.440242082918395
0.5952530629629399,1.4383739313463448,Doing,Low,Medium,Textual,Good,High,70.73811258461426
4.810058826441477,3.942785441145038,Listening,Low,Medium,Visual,Poor,Moderate,25.39169813106471
1.7693285941771544,4.7656268552052365,Doing,Medium,Medium,Visual,Good,Low,76.55836368171019
5.026273164295469,3.725767430302562,Doing,Low,Medium,Textual,Average,Moderate,36.98655144005739
5.7754900812509575,4.466600441958002,Watching,Medium,High,Visual,Good,Moderate,24.35486906823311
5.64731370211239,3.3741459269742764,Doing,Medium,Medium,Textual,Good,Low,28.510776446356168
3.912256675114435,2.244469552514596,Watching,High,Low,Visual,Average,Moderate,16.937024958766365
3.689172256944184,2.4159272671863734,Doing,Medium,Medium,Visual,Good,Low,20.59575908104852
1.0858441332419408,0.8389464447533217,Listening,High,Low,Visual,Good,Moderate,22.002066444793297
5.449888437781636,0.6415573786071174,Doing,Low,Medium,Auditory,Poor,Moderate,13.572192236648146
1.9727247250823288,3.629640218850848,Doing,Low,High,Visual,Poor,High,64.05181083740587
3.527198417443832,2.4729300140503128,Watching,Medium,Low,Auditory,Poor,Moderate,36.73807730089524
2.061491241199865,2.984967806245833,Doing,Medium,Low,Auditory,Poor,High,56.44006620177019
1.023415704697883,3.0094756143008734,Listening,High,Medium,Auditory,Average,Moderate,65.33331309742451
4.443948108552982,1.7481911599998563,Watching,High,High,Textual,Poor,High,12.25666906394667
0.4748910402780364,2.641516298732708,Doing,Low,High,Visual,Poor,Moderate,88.53871742423486
5.26565211547078,2.61842099750466,Watching,Low,Low,Visual,Good,Low,13.5012108954128
2.291348887301705,2.2479224955253567,Doing,Medium,Medium,Visual,Average,Moderate,50.74769919079977
0.1009293817309487,4.193039225304817,Doing,Medium,High,Auditory,Average,Low,100.0
3.626791060736886,2.530238016594182,Listening,High,High,Visual,Poor,Low,22.60208039375504
0.4232781688404615,3.2164003602769453,Doing,Medium,High,Auditory,Good,High,91.2515033780864
2.0055699489642063,4.5298405417137175,Doing,High,Medium,Auditory,Average,Low,67.27535111029633
4.978137763444441,4.398051302865151,Watching,Low,Medium,Auditory,Average,Low,36.3761726599592
0.5325583891908745,4.506899917006243,Listening,Low,Low,Auditory,Poor,High,85.56708322009496
5.891435597256416,1.7150224840925627,Doing,Medium,Medium,Visual,Poor,Moderate,8.352379574226001
0.1263574663442234,0.6574211973862827,Doing,High,High,Auditory,Poor,Moderate,94.70824307242025
1.8030846974931256,1.6748005995289814,Listening,Medium,Low,Textual,Good,Low,31.32102354989842
5.212237987449293,1.754183055293189,Doing,Medium,Medium,Textual,Poor,High,6.782653334965885
2.282264033132217,4.592121470262356,Listening,High,High,Textual,Average,Moderate,65.0429477891455
0.8030574776554934,3.421592297770868,Watching,Medium,High,Auditory,Average,High,77.29268643236611
2.585614039722953,0.8676678182100295,Watching,High,Low,Visual,Poor,High,16.218339482575395
1.9657136760532263,1.1092036820499551,Listening,High,Low,Visual,Average,Low,15.951147975647292
5.914712124907829,1.2005425649388894,Doing,Medium,Medium,Auditory,Good,High,9.045163649676466
2.262100631337488,3.3368978667601543,Listening,High,Medium,Auditory,Poor,Low,40.24747182518581
5.54363405525445,3.809363114781514,Doing,Low,Low,Auditory,Average,High,26.525176013041843
6.2539177991940695,4.368397597544282,Watching,Low,Low,Textual,Average,Low,14.496275440743318
3.093340195078054,4.732864478628094,Doing,Low,High,Auditory,Poor,Moderate,62.48807543084868
6.378607692595305,1.407670508238988,Watching,Low,Medium,Auditory,Average,High,7.16766008286552
2.703494572346031,1.8939761812582208,Watching,Medium,High,Visual,Average,Low,29.14339187184248
6.752141073781746,1.581452963351738,Doing,Low,Low,Visual,Poor,Moderate,11.93581455340047
0.7160977192264532,2.11442705359762,Watching,Low,Low,Textual,Good,Low,78.07896165977897
4.840432938872375,4.615992983406873,Watching,Low,Low,Textual,Average,Low,35.9168199473862
3.507316879152808,3.088006551227127,Listening,Low,Medium,Textual,Good,Low,39.04399857067264
2.774776757643965,3.8218635379602457,Listening,Medium,Low,Textual,Good,Low,52.27744431553958
4.465711963365346,2.705536562570519,Doing,Low,Low,Auditory,Good,Low,24.22016243015759
4.956613932276885,0.6298606100125603,Watching,High,Medium,Auditory,Good,High,0.0
0.1301065605871327,0.7888796869901644,Doing,High,Low,Textual,Good,Moderate,100.0
1.2519763123556713,2.9206536407054857,Watching,Medium,Medium,Textual,Average,Moderate,58.10711607824139
5.020017749376799,3.734550656690115,Doing,Medium,Low,Visual,Average,Moderate,37.57460005714171
4.698059353689625,1.4689873738792918,Watching,Medium,Medium,Visual,Good,High,7.789778641210582
6.765727785387873,3.748593082965368,Listening,Low,Medium,Visual,Poor,Low,11.832960959880657
5.351160752730403,4.147995980675805,Watching,Medium,Medium,Textual,Good,High,26.18623096482544
6.660331683346232,2.353538652629501,Listening,Low,Medium,Visual,Poor,Low,5.117538347520947
4.947529460590168,3.858886547798472,Watching,Medium,High,Textual,Average,High,30.82839809071945
2.156560239612158,2.318134776478069,Doing,High,Medium,Auditory,Poor,Moderate,50.201901785591176
0.8270179635309097,3.55257783254759,Doing,High,Medium,Textual,Average,High,85.57704841957892
5.494584657080056,3.937986721937944,Watching,Low,Medium,Auditory,Poor,Low,27.718387939464986
4.54462962818382,4.963669782386498,Watching,Medium,Medium,Auditory,Good,Moderate,45.325748391172745
0.432483485513744,2.0542849792861824,Listening,High,Low,Textual,Average,Moderate,85.08199352386568
2.584348214716751,2.349683512585752,Doing,Low,Low,Visual,Poor,Low,49.96294236649817
6.701918726841575,1.245290267345771,Listening,High,Medium,Textual,Good,Low,6.67562646093176
3.5527679054003887,1.4183287628081311,Doing,Medium,Medium,Visual,Poor,High,17.257355172126967
3.085831038535962,3.6202775116927,Doing,Low,High,Auditory,Poor,Low,54.84354833458137
3.258127275599129,4.626705155695142,Listening,High,Medium,Auditory,Poor,Low,52.56950156767894
1.54129079563563,2.2757222824755825,Listening,Medium,Medium,Auditory,Average,Low,58.12195150985052
2.644079478967087,1.3093000107599355,Doing,Low,Medium,Auditory,Average,Moderate,17.92971481970117
2.651711466311519,1.7829477472234734,Doing,High,Low,Textual,Good,Low,29.91032340942608
0.4612496392935595,2.5477326716366235,Listening,High,Medium,Auditory,Poor,Moderate,74.1136889391989
5.396216636773636,1.8079264821441576,Doing,Low,Medium,Visual,Poor,Moderate,16.916817359545043
2.973880580136765,1.5511058740483985,Doing,Medium,High,Visual,Average,Moderate,25.45259069688081
5.7730412190333205,3.811930199406858,Listening,Low,Low,Auditory,Average,Low,22.196619567834663
5.967401207727278,0.5353021455828044,Listening,High,High,Textual,Poor,Low,4.397849417675216
1.5627589774207409,2.926537373014174,Listening,High,Medium,Auditory,Poor,Moderate,62.89827797328091
4.635739026973887,4.071950631633893,Listening,High,High,Auditory,Poor,High,42.21887191177932
3.358744448724574,1.698027288428607,Listening,Medium,Medium,Visual,Average,High,22.20958606987562
6.173081491658247,3.214811797754078,Doing,High,Medium,Textual,Poor,High,33.16900420361057
1.5886106863175335,3.51005047528378,Doing,High,Low,Textual,Poor,Low,76.51970964033414
4.776911082139305,3.447611133822905,Doing,Low,High,Visual,Average,Moderate,29.991070285042166
4.2934896435437855,2.5063233538942296,Doing,High,Medium,Visual,Average,Low,29.4699122441621
2.1375801952456466,2.0596009454410065,Watching,Low,High,Visual,Average,Moderate,39.37148150468453
1.0425462351930912,4.261658328625161,Listening,High,Low,Textual,Average,High,75.2691507576324
4.596314347293208,3.913006806499389,Listening,Low,Medium,Visual,Poor,Low,29.854859121437755
5.196322461113081,1.9456482803626065,Watching,Low,Low,Visual,Average,High,6.78234199475775
2.2778286719671152,0.9635863749899274,Listening,Low,High,Visual,Average,Moderate,10.906330777554112
4.5493449677539655,0.8231339545046114,Listening,Low,High,Auditory,Poor,High,0.0
2.826403262519373,0.9242419005452124,Listening,Medium,High,Textual,Good,Moderate,12.541127078522774
5.021127494650062,3.1229121253641927,Watching,High,Medium,Textual,Poor,Low,24.18551472176405
1.4745853967689666,0.7324797912304536,Listening,Medium,Medium,Auditory,Poor,Low,20.695184396801587
6.242483518189603,2.0161709373381727,Listening,High,Medium,Textual,Poor,High,8.267736681364964
2.0831262156125003,3.889398658614032,Watching,Low,Low,Visual,Poor,Low,57.02263264739271
2.637723315517455,1.8245667493192013,Watching,High,High,Auditory,Poor,Moderate,36.11430795871626
0.5008344693544136,3.934886347310584,Watching,Low,High,Visual,Poor,Moderate,91.07132622349944
0.8694342650168071,3.8546016719317486,Doing,High,High,Visual,Poor,High,84.36915618034206
3.659447128715065,1.6062220968494734,Doing,Low,Low,Visual,Good,Moderate,22.233358210438222
1.9463894694230035,3.7796998104173545,Doing,High,Medium,Visual,Poor,Low,83.22902296336147
5.864813557621141,3.864994872224453,Doing,High,Low,Textual,Poor,High,30.435655968678216
0.2013843817191815,2.288542665501621,Listening,High,High,Auditory,Poor,High,89.36847333703977
2.71574893583636,1.446892176836832,Watching,Low,High,Auditory,Poor,Low,9.1089401658301
2.42768427270674,2.845718631013411,Watching,High,Low,Visual,Poor,Low,40.580052726992406
0.2333606533314471,4.646289146000884,Doing,Low,Medium,Auditory,Good,Low,100.0
0.9581419531035206,3.3782752959442788,Watching,Medium,Medium,Auditory,Average,High,80.02910389195469
2.954134456938584,1.2781512393226753,Doing,High,High,Visual,Average,High,11.814601131913008
3.500765632687382,3.5724061613008398,Listening,Low,Low,Visual,Poor,Moderate,39.6429923257278
2.889599256058597,2.422413622768256,Listening,Low,Medium,Textual,Good,High,24.767396518145546
3.763469981043448,3.1618795880991786,Doing,Low,Low,Textual,Good,High,34.79208593613183
4.206408556849202,3.8032881576039856,Watching,Medium,High,Visual,Good,Moderate,38.24697015588137
0.1684743657820658,2.817263081815001,Doing,Low,High,Textual,Average,High,99.4570903941375
3.302256600229177,4.162927885579888,Watching,Medium,High,Textual,Average,Moderate,53.78747533323539
6.748144762124359,3.749700106924825,Doing,Medium,High,Auditory,Good,Moderate,20.113798368034416
3.6813227328938862,3.267830030083298,Doing,Low,Medium,Visual,Average,Moderate,46.9626816112435
4.775041645466777,1.1785676712455817,Doing,High,High,Auditory,Average,Low,22.06559169064586
2.2518606196264943,4.261770999102057,Watching,Medium,Medium,Auditory,Poor,Low,57.22716086939567
5.4405405092540615,4.7115751339391725,Doing,Low,Medium,Visual,Poor,High,50.34478364436988
5.433158224945194,1.1163430571418267,Watching,Medium,Low,Auditory,Poor,Moderate,2.8371300717706096
3.6969427288135592,2.697085082450437,Watching,Low,High,Textual,Good,Low,24.22962433029685
6.834495380626574,1.66499933886727,Doing,Low,Medium,Textual,Poor,Moderate,9.169120140980802
0.9662964818623084,3.895354883415041,Doing,Medium,Low,Textual,Good,Moderate,85.01379002302403
0.2169388877381088,3.7473333620211497,Watching,Low,Low,Textual,Poor,Low,100.0
5.414091661123962,1.1339830425667945,Listening,Medium,High,Textual,Good,Moderate,8.43349955749443
5.6693732078176895,4.446622720677367,Listening,Low,High,Auditory,Average,High,35.47338225449272
0.929429880931976,1.3143787879010105,Listening,High,Low,Visual,Good,High,43.80891452684439
1.9325215474143824,4.087665615416483,Doing,High,Medium,Auditory,Average,High,72.27391711730894
0.2211113072297394,2.556411618326022,Doing,Medium,High,Auditory,Poor,High,92.96573977840012
2.1238294143858965,1.9772253210116808,Doing,Medium,Low,Textual,Average,Low,45.714414607522734
5.434678930038833,1.2120766820339608,Doing,Medium,Low,Textual,Average,Low,7.710804662605112
3.673927641216795,1.2542641526598324,Doing,Medium,Medium,Auditory,Poor,High,14.359636103904077
2.501859592861188,3.478507496154051,Doing,High,Medium,Auditory,Good,Low,55.20325032143829
2.665001134853679,2.976936745762042,Listening,Medium,Low,Visual,Good,High,33.07267387076128
0.1093400174367302,1.0493843974305472,Listening,Low,Medium,Visual,Good,Low,95.53077443531193
2.168623640200128,1.0071403719724634,Watching,Low,High,Visual,Poor,Low,18.42259135567663
4.56056531730172,0.8253975864775616,Watching,Medium,Low,Visual,Good,Moderate,3.0953148381985462
6.821941662332864,3.846953063180949,Doing,Low,Medium,Visual,Average,High,12.91956248641307
5.9447197061889065,3.7034693835318016,Doing,Medium,Medium,Textual,Poor,Moderate,30.33719422401608
0.2628052560541509,0.7629394588455882,Watching,Low,Medium,Visual,Good,High,69.17205832408548
6.300068172256392,3.0212153401863784,Doing,Low,Medium,Auditory,Average,Low,21.51016181381597
5.504069051760519,0.8810426985921045,Doing,Medium,Low,Textual,Average,High,6.74056850463774
5.484595252639765,4.566855967740238,Listening,Medium,Medium,Auditory,Good,Moderate,29.150820614529877
3.260170737124644,4.582028386310596,Watching,High,High,Textual,Poor,Moderate,53.57819945369997
2.8462365213860696,3.642048454159085,Watching,Medium,High,Textual,Average,Low,43.66767312066321
2.190118528949029,4.667850146477525,Doing,High,Low,Visual,Average,Moderate,70.71731897694568
0.5532945267851239,4.151538636861607,Listening,Medium,Low,Auditory,Average,Low,96.57046915462094
1.674824008106524,4.2284235916717225,Watching,Low,High,Visual,Average,Low,80.12705407797708
1.80156508134837,3.0636853275647,Watching,High,High,Auditory,Good,Low,57.16921704472959
3.440131781000391,1.8772663919727917,Doing,Low,Low,Auditory,Poor,Low,29.198399574837936
5.257366405517188,1.4800960180238971,Listening,Medium,High,Visual,Average,Low,0.0
3.369287815945832,1.972400099175181,Watching,Medium,High,Visual,Average,Moderate,28.59201661801982
0.4991267011854082,3.3282294354007798,Watching,Medium,Low,Textual,Average,Moderate,84.03339280423745
6.708749626818607,1.2769544112457951,Doing,Medium,Low,Textual,Poor,Moderate,8.861850292004474
6.604797801749375,1.6638810648679472,Watching,High,Medium,Textual,Average,Moderate,6.44433922147109
5.5178078477240176,2.60627388257959,Watching,High,Medium,Auditory,Poor,Low,10.138149382082274
6.940162520793122,1.54872544336077,Listening,Medium,High,Visual,Poor,High,7.536513837803043
3.8569280963218144,3.1488965137222773,Watching,Low,Low,Textual,Poor,High,28.07111945149805
6.743101616747122,4.654292128053484,Doing,High,Medium,Visual,Poor,High,36.638499538960446
0.6216747802555803,3.866402145664069,Listening,Low,High,Textual,Good,High,91.4856845360855
2.623197163003462,3.4989197636701084,Listening,Medium,High,Textual,Good,Moderate,51.14220287994073
1.6551307492466845,3.1222466419270045,Listening,High,High,Visual,Good,Low,63.396241939445005
1.4512482805264633,2.695765591656792,Watching,High,High,Textual,Average,Moderate,77.52580163770645
1.0715403473594651,1.3395373683559688,Doing,High,Low,Visual,Poor,Moderate,56.01862160947263
4.394654126805377,4.526197049420895,Watching,Low,High,Textual,Poor,Moderate,44.92198063280377
5.491120804656405,1.6184120090577634,Watching,Medium,Medium,Visual,Good,Low,7.042248783300068
4.090258956000489,0.9108899491017234,Listening,Medium,Low,Textual,Good,Moderate,8.478250802558186
1.114042696158647,3.875068306529129,Listening,High,High,Textual,Poor,Low,93.16079662743388
5.696754012540949,1.2902699044902488,Watching,High,Medium,Auditory,Good,High,2.3769276208879
4.488087479429726,2.1735319979352923,Doing,Medium,Medium,Visual,Average,Moderate,14.62142675404817
2.7783433722762694,0.6272821773094088,Listening,Low,Low,Textual,Average,Low,8.005177914589652
4.751499039198834,1.1168057414320165,Watching,High,Low,Auditory,Average,Moderate,0.0
1.8933443567755468,1.2794163384196042,Listening,Low,Low,Visual,Poor,High,25.055975980366192
2.481826238610053,0.7448455748758007,Listening,Low,Medium,Textual,Good,Low,6.095280779538756
6.430652317610733,3.454956304802803,Watching,Medium,Medium,Textual,Average,High,21.510613371587365
2.104481089132801,4.266535081114028,Doing,Medium,High,Textual,Average,High,69.82097694997562
3.3429190502897628,2.179919328646734,Watching,Low,Low,Visual,Average,Low,15.3153173893189
6.241973848032501,4.435594145231903,Watching,Low,Low,Auditory,Average,Moderate,22.140241630439625
4.98327731684594,1.4600595855205694,Doing,Medium,Low,Textual,Average,Low,16.979464702899087
0.529202260536449,1.9642569060255777,Watching,High,Low,Auditory,Good,High,68.17619899351743
1.1163910055248956,1.178316468640258,Doing,Low,Medium,Visual,Average,Low,44.84303840242421
0.154106976326226,3.2925163793854937,Watching,High,Low,Visual,Average,Moderate,95.86449520121896
4.453360352581227,2.3894131589163807,Doing,Low,Medium,Textual,Average,Low,12.046207455210144
3.1889466353318867,3.259775060788544,Watching,Medium,Medium,Textual,Poor,High,48.057902333502255
1.0264964712257012,3.927537074273826,Listening,High,Low,Textual,Good,Moderate,78.34911692527504
6.709745435291716,2.955663572148268,Doing,Medium,Medium,Auditory,Average,Moderate,22.07449151239783
3.7546520952247775,3.3243365970580454,Watching,Low,Medium,Auditory,Good,Low,31.97680254701825
1.7690637293789355,4.708626414774498,Listening,Medium,Low,Textual,Average,Low,70.95605735835728
3.5541646409674823,1.845789393239794,Listening,High,Low,Visual,Poor,Low,14.39961339264351
4.789380295872244,2.116237723852789,Listening,Medium,High,Visual,Poor,High,9.62037636632026
0.6260506040175949,3.729665127692016,Listening,High,Medium,Textual,Poor,Moderate,84.61380068958235
1.9954563238304548,3.25087482674924,Watching,Medium,Medium,Auditory,Poor,Moderate,52.19309166646721
5.668061887099555,1.3033980704287167,Listening,Medium,High,Visual,Average,Moderate,2.722462439229899
3.2716876057783626,2.1926628950472056,Listening,High,High,Auditory,Good,Moderate,28.5121121448152
3.8713822800228352,2.6052710590612174,Watching,High,Low,Textual,Average,Moderate,24.662711997810653
3.086430415245338,2.387254270857752,Doing,High,High,Auditory,Poor,High,33.646380227167626
0.4029096042367354,1.3022366374491836,Listening,Low,Low,Auditory,Poor,Moderate,69.93146123758223
1.243673480759076,4.659935413029181,Listening,Medium,Low,Auditory,Average,Low,85.44799842529957
3.1742373073190477,3.9304344276228913,Watching,High,Low,Visual,Average,High,46.15534842179302
1.543379711314702,2.666101244485336,Watching,Low,Medium,Auditory,Good,High,53.0734663193515
0.4448552977517833,3.5602746273807644,Watching,Low,Medium,Auditory,Good,Moderate,91.63324629896056
5.921182681957584,4.537772024609848,Listening,High,Low,Auditory,Good,Low,24.299928732990416
6.870228451232399,1.1127836406270704,Watching,High,High,Textual,Good,Low,6.762476886404327
5.572685830577502,1.6266787281813997,Watching,High,Medium,Auditory,Poor,Moderate,10.444463639024605
5.991115959762203,2.9421556126549024,Listening,Low,Medium,Auditory,Poor,High,18.66571978811126
1.7696421991876132,4.095546671085614,Listening,Low,High,Visual,Good,Moderate,63.60810112632524
6.728326131041079,0.6631470294868732,Doing,Medium,Medium,Textual,Good,High,5.9394313033443495
1.458787360728656,4.928081675883623,Listening,Low,High,Auditory,Poor,Moderate,82.1206361708408
6.664865691496643,2.5470797129707874,Listening,High,High,Visual,Poor,Low,12.767880593362245
6.964253128365062,2.1165401327977538,Listening,Medium,Medium,Visual,Poor,Moderate,0.0
5.010887359647736,1.8172599702789731,Doing,Medium,High,Auditory,Good,Low,15.812872186332102
6.869891749363571,1.2846051844289224,Doing,Medium,High,Visual,Good,Moderate,18.81544585093739
4.029824479013016,4.062082590185126,Doing,Medium,Low,Visual,Poor,Low,40.90428231949308
1.8908383039150236,4.799363741357435,Watching,High,Low,Visual,Poor,Low,69.30661158772405
3.1152716110927843,2.361401396804292,Listening,Medium,Medium,Visual,Average,Low,40.8010919378973
