time_days,strength_of_memory,learning_method,material_complexity,information_relevance,presentation_type,sleep_quality,stress_level,memory_retention_%
3.88712478903376,3.04492511578847,Watching,Medium,High,Textual,Average,Low,28.8856382955483
2.08466583040138,3.36787171892746,Listening,High,Low,Textual,Average,Low,50.7411107219693
2.21675853670277,3.8273806114964,Listening + Watching,Low,High,Textual,Poor,Low,63.6114713410679
2.53541367382126,1.31472662212466,Doing,High,Low,Auditory,Good,Moderate,15.5824065923166
4.38691789844231,4.81553189043996,Listening,High,Medium,Textual,Good,Low,28.8710042906197
2.40494476311451,3.37432665330157,Watching,Medium,Low,Auditory,Poor,High,43.2601814059649
5.15562344907294,4.3117111349175,Listening + Watching,Low,High,Visual,Good,Low,42.4343895108916
2.8912389604597,2.93029571877877,Listening + Watching,High,High,Visual,Poor,High,39.1608627101424
0.571637082138714,2.36424581415447,Watching,Low,High,Textual,Average,Low,73.3500564286863
5.50794291314034,4.89732307967748,Listening,Medium,High,Visual,Good,Low,33.0314870817747
2.07173243968967,3.11954616868926,Listening + Watching,Low,High,Auditory,Good,Low,69.0964061771497
3.08609146923491,4.40093112259631,Listening + Watching,High,High,Visual,Poor,Moderate,61.5566619010434
4.82956279423112,4.7898157836483,Watching,High,Medium,Visual,Poor,Low,34.4817085513913
2.39394748432611,3.53909582153897,Listening + Watching,Medium,Low,Auditory,Poor,High,53.2506087677357
0.490441027412338,2.97022405333404,Listening + Watching,Medium,Medium,Textual,Poor,High,87.29948833198
2.68005522438841,0.515798829097928,Listening + Watching,Medium,Low,Auditory,Average,Low,2.50258244792765
6.61669522059069,0.680088383325527,Doing,Low,Low,Auditory,Poor,Moderate,11.7249186605949
4.52796734136005,1.40383047223002,Listening,Low,Low,Textual,Good,Low,3.29409709969001
4.73320612580373,1.33703794335198,Listening,Low,High,Auditory,Good,Low,0
4.46274686009972,1.6464145783993,Watching,Low,High,Textual,Good,High,1.96845298579751
1.47304575882011,1.87220586963947,Listening,Medium,High,Auditory,Good,Moderate,58.0352520471706
2.98650366230573,2.12029472097828,Listening + Watching,Low,Low,Visual,Average,High,34.643917922469
5.2814846087069,2.39241960530994,Listening,Low,Low,Textual,Average,Moderate,7.71607004863038
0.799472993116798,0.944898523052066,Doing,Low,Low,Textual,Average,Low,57.970564273497
2.01718415501902,0.690628693787519,Listening + Watching,Low,Medium,Visual,Poor,High,6.12714214638153
2.00660184841439,3.53275002082861,Listening + Watching,Medium,High,Visual,Good,Low,62.4802122921904
3.08093060040209,2.91800671179385,Doing,Medium,High,Textual,Good,Low,42.5573958199861
6.86454431250108,2.49864890999054,Doing,High,High,Visual,Average,High,16.3216849916916
0.565767572118371,3.35497973525759,Listening,High,Medium,Auditory,Poor,Low,80.7711952985627
3.67903686122611,4.22455733241593,Listening,Low,Medium,Auditory,Average,Moderate,43.5012117534903
1.33761630588425,2.42461809102292,Listening,Low,Medium,Auditory,Good,Low,49.856165416915
6.79766816332723,3.38503759273391,Doing,Medium,Low,Visual,Good,Moderate,20.5399992279958
0.881794182619503,4.79107500725822,Listening,High,Medium,Visual,Average,Low,90.8656297407533
2.88484691629498,4.27831023137702,Watching,Low,Low,Visual,Good,Moderate,58.0782683791224
5.19140639535878,2.41700364726084,Listening,High,Low,Textual,Average,High,9.19319847154405
4.96142555338937,3.40122577016634,Doing,High,High,Auditory,Average,Low,24.6237651352376
3.01682759456813,1.29681914862173,Doing,High,High,Textual,Average,High,7.84963616623729
2.49101675887376,3.0223498320279,Watching,Medium,Medium,Textual,Average,High,48.9459840035655
2.84352541201481,4.91597731012299,Listening + Watching,Low,Low,Textual,Good,Moderate,63.9700236899712
1.92350621579461,2.83241801841135,Watching,Low,Low,Auditory,Poor,Low,54.6354818057109
1.51679727707692,4.67437234635566,Doing,Medium,Low,Auditory,Good,High,89.7424500178326
3.43297391315634,2.33300714226467,Listening + Watching,Medium,High,Auditory,Average,Low,30.2230103947243
1.95288291686649,4.99480172233084,Watching,Medium,High,Visual,Good,Moderate,70.7795712820418
2.08348548779103,3.10649015852401,Watching,High,High,Auditory,Poor,High,46.1487694008986
4.63161683797444,0.690210474061705,Listening + Watching,High,High,Visual,Good,Moderate,14.7414979963085
6.78290758872926,3.14039658511125,Watching,Low,High,Visual,Average,High,12.7140048466111
4.26509668385969,1.73557713055818,Listening + Watching,Low,High,Visual,Poor,Moderate,10.9809152223168
0.631158322748267,0.646165949161526,Listening,High,Medium,Auditory,Good,Low,39.6916509191679
0.621526935593062,4.19383987112599,Listening + Watching,High,Medium,Auditory,Poor,High,100
6.66482022383441,1.7407833664134,Watching,Medium,Medium,Auditory,Good,High,14.8499277684829
2.1513064531206,4.08446849320924,Listening,High,Medium,Auditory,Poor,Low,55.2028152634117
0.735262203969081,1.7969791233014,Doing,Low,Low,Textual,Average,High,81.297275122165
4.23340765133763,1.37446859243198,Doing,Low,High,Auditory,Average,Moderate,15.27443452264
4.40317657020284,4.88271008346992,Doing,Medium,High,Auditory,Poor,High,54.5222372666355
4.57468325881895,2.12740397489759,Watching,Medium,Medium,Auditory,Good,High,15.0278109559165
1.94507399221704,3.20619295149422,Listening,Low,Low,Auditory,Average,High,58.5912093316729
0.204263721079878,3.24491671766512,Listening + Watching,High,Medium,Auditory,Good,Moderate,100
6.75860604923586,3.02213066978076,Doing,High,High,Textual,Poor,Low,10.938703373032
1.83116201526861,4.61613084584547,Doing,Low,Medium,Textual,Good,Moderate,78.0562772688162
4.76458138756258,3.53498482115091,Listening,High,Low,Visual,Poor,Moderate,21.1326137567426
4.9757461021631,2.31679851847219,Listening,High,High,Visual,Good,High,10.3574535093664
4.30905117784845,4.38071173035923,Listening,Low,Low,Auditory,Poor,High,38.3995340394261
2.25906102007417,1.31478304602184,Watching,Low,Medium,Visual,Poor,Low,14.8997046779671
1.97056415097205,2.94906540924688,Listening,Medium,High,Textual,Poor,High,49.3561328486981
4.22391115064865,4.7774766737469,Listening + Watching,Low,Low,Auditory,Poor,Moderate,40.8037507340003
6.07605987192067,3.31428933446186,Listening + Watching,Medium,Low,Visual,Good,High,19.5222368633091
6.63246272957143,4.17635802713694,Doing,Medium,Low,Visual,Average,High,31.9906574592258
0.830750050385928,3.44102326495337,Listening + Watching,High,High,Textual,Poor,Low,89.3780117343664
1.16831742692427,4.27716888592051,Listening,Low,High,Auditory,Poor,Moderate,73.2508138651813
6.61868018560325,4.7501954593036,Listening + Watching,High,Medium,Visual,Average,Moderate,37.963210870124
5.18209307551007,1.72814777389732,Doing,Low,Medium,Textual,Average,Low,16.8724035059477
6.19265739132543,1.26347486565523,Watching,Low,High,Auditory,Poor,Moderate,9.91064328281759
1.49816517553387,2.67795837649643,Listening + Watching,High,Low,Textual,Poor,Moderate,54.7988399172932
4.15434251065487,3.65838092070897,Doing,Medium,High,Auditory,Good,High,42.6801955543464
4.93786320148057,1.52236063931997,Doing,Low,High,Auditory,Average,Low,15.9585501853477
4.79277200958411,0.518456526935752,Listening,Medium,High,Auditory,Good,Low,0
2.91624666698022,2.04320802126517,Doing,High,High,Textual,Poor,High,45.0671159225688
0.206224752670029,4.85986700960505,Listening + Watching,High,Medium,Auditory,Poor,Low,99.1625366277315
4.12218979194942,3.62735357272631,Doing,Low,Medium,Visual,Poor,Low,43.8159611170357
1.8464006203393,2.30596449773551,Doing,High,Low,Auditory,Poor,High,58.5348862096799
3.20675429838594,1.36659243806078,Listening,Low,High,Auditory,Average,High,11.0759522035108
6.70730900407834,2.10240353189636,Listening,Low,High,Textual,Good,Moderate,12.0450709184384
2.8533436917328,1.26427744985562,Listening + Watching,Low,Medium,Auditory,Average,Moderate,26.9435471430317
5.89463108598454,0.978376195908281,Doing,Low,Medium,Visual,Poor,High,3.69371801356409
1.40093017966983,4.58034067657649,Watching,Low,High,Visual,Good,Low,76.2299085685111
4.7399774363727,4.98942652268963,Doing,High,Medium,Auditory,Poor,High,52.2523142408478
6.84134798562871,1.23851497818106,Watching,Low,High,Textual,Average,High,0
0.803062396023264,0.745351514952259,Listening + Watching,Medium,Low,Visual,Poor,High,45.8683843289053
0.157407601367625,1.98378998215796,Listening,Low,Low,Textual,Average,Moderate,100
3.09172126916504,2.57746631342637,Listening + Watching,Low,Low,Auditory,Average,High,43.0533294260905
0.739115833054434,1.42169561184135,Listening,Low,High,Textual,Poor,Low,62.6512165719692
5.263852012766,1.85641210309351,Listening,High,Medium,Auditory,Poor,High,14.5662298123049
6.41038578055506,1.40391831061246,Doing,Medium,Low,Auditory,Average,High,11.8271336283941
3.09474471169044,3.98417255794603,Doing,Medium,High,Textual,Good,High,48.3912952464399
1.88511033087254,3.70660074461267,Listening,Medium,Low,Visual,Average,Moderate,58.5252973018053
3.09738290114561,3.35728182092442,Watching,High,Low,Auditory,Good,Low,40.4708396128606
5.09178994316501,2.24248035685642,Watching,High,Medium,Auditory,Average,Low,12.0052046011206
0.16247371490456,4.59068423591406,Doing,Low,High,Auditory,Poor,Moderate,100
4.16723252744441,4.86289643690759,Listening + Watching,High,Medium,Visual,Average,Moderate,47.254450034747
4.33171262572292,1.28137690681435,Watching,Medium,Medium,Visual,Good,Moderate,6.49721336313065
4.50004890358196,1.50355688635345,Listening,Medium,Medium,Auditory,Good,Low,13.5351845542109
1.76995235186805,2.86533962600166,Doing,High,Low,Visual,Good,Low,63.9882725726912
5.02696379130908,0.910627561770104,Doing,High,Low,Textual,Good,High,12.5440354089236
0.730601255689257,2.46401779470401,Listening,Medium,Low,Textual,Good,Low,64.3713524638681
1.47496532162093,3.1180606914997,Listening + Watching,Medium,High,Textual,Average,Moderate,69.4404426945819
6.15454332191593,2.849331070118,Listening,Medium,Medium,Textual,Poor,Low,17.9667338447234
5.19718974001331,1.98908862385112,Listening + Watching,Medium,Low,Auditory,Poor,Low,20.066778942625
0.194844322678282,2.94100612734743,Doing,Medium,Medium,Textual,Average,Low,100
1.81379619655162,4.81460429416482,Listening + Watching,High,Medium,Visual,Poor,Low,76.6273254157358
1.57940473265284,1.42707831931119,Listening,High,Medium,Auditory,Average,High,36.1331820956023
1.96856366345511,3.44674111277302,Doing,Low,Medium,Visual,Good,Moderate,62.1246365682885
1.80816241493122,0.695285123702233,Watching,Low,Medium,Textual,Average,Low,13.6479525840313
0.531431440625636,0.798873820166457,Doing,Low,Low,Auditory,Poor,Moderate,57.0787749750566
3.26668956451806,2.98322700900613,Listening,High,High,Auditory,Poor,Moderate,37.8578039173934
5.15586097602454,0.972226311475772,Listening,Low,High,Auditory,Poor,Low,1.70515473368434
4.28644890055031,0.600560547920858,Doing,Low,High,Textual,Average,High,9.15418845624955
4.74281451332675,1.2718084894161,Doing,High,High,Visual,Average,High,16.4074390147529
0.65992933190005,3.04182126949809,Doing,Medium,Medium,Auditory,Average,High,92.3028921274611
6.66528590021983,3.6650342953352,Listening + Watching,High,Low,Visual,Poor,Low,24.1380202635403
5.88559365351687,1.41115353863621,Watching,High,Low,Textual,Average,Low,1.05540614729689
5.65512319762007,3.50716746743679,Listening + Watching,Medium,Medium,Textual,Average,Low,34.4514661441288
5.7785882547882,1.32114348994653,Listening,Low,Medium,Visual,Poor,Low,3.92498009096877
6.53570250611605,3.26055841984066,Doing,High,Low,Auditory,Good,Low,26.210059761049
3.85535236618451,2.35381855953109,Listening + Watching,High,Low,Visual,Good,Moderate,26.3432463031389
1.48194592328662,3.44209779200128,Listening + Watching,Medium,High,Auditory,Poor,Moderate,68.0474106337788
4.35580689418253,4.97773738615661,Listening,High,High,Auditory,Poor,Low,44.4585283135706
5.22588230630878,4.72017634354653,Listening + Watching,Low,High,Visual,Good,High,36.5715517030278
5.19163001414278,0.519267910262466,Listening,Medium,Low,Auditory,Average,Moderate,3.19343821189372
3.69799826675147,4.48447443963038,Listening + Watching,High,High,Auditory,Poor,Low,34.0135418512179
0.572365163401689,0.799208578286449,Watching,Low,Low,Auditory,Good,Low,48.8581866616623
2.66067927516788,4.7887096377193,Listening,Low,Low,Textual,Average,Moderate,58.3001836462452
6.45328959839717,1.76821555594858,Watching,High,Medium,Auditory,Poor,Moderate,0
4.13269747732624,2.21915673685072,Listening + Watching,Low,Low,Visual,Good,Low,23.8506771489201
3.81449040846442,0.912371923290775,Watching,Medium,Medium,Textual,Average,High,1.41743173712947
1.95508924923714,1.00522741248009,Watching,Low,Medium,Auditory,Average,Low,16.2702849178748
2.6422975474244,3.77033254353194,Watching,Medium,Low,Textual,Good,Moderate,48.860552748184
6.27788801515687,4.74949506086731,Listening + Watching,Medium,Low,Visual,Average,Moderate,38.0250134919385
4.69859502793517,3.24836822729439,Listening,Medium,High,Textual,Good,Low,27.2703605688761
5.5329704845911,3.72132506987065,Listening + Watching,High,Low,Textual,Good,Moderate,30.5983959906026
3.23498341916682,3.92886385068719,Listening + Watching,Low,High,Auditory,Average,Low,50.7041083897988
4.44870581424749,1.68266423548824,Listening + Watching,High,High,Visual,Good,High,26.2618916058387
1.81384690032813,0.703533339140967,Listening,High,Low,Visual,Good,High,7.80403283973982
4.96767972895606,0.508427347636259,Doing,Medium,High,Textual,Poor,Low,5.52127830105191
3.05044920255303,2.07792177329308,Listening + Watching,High,Medium,Auditory,Good,Moderate,23.6726096767702
3.15356405222174,1.58658902689647,Listening + Watching,Low,Medium,Textual,Average,Moderate,24.7286488080734
4.58032403958048,0.780429762721336,Listening,High,Low,Textual,Good,High,9.43867046071353
6.56033628813559,1.3078773162215,Doing,High,Low,Textual,Average,Moderate,5.42280764023685
0.541643791599484,1.06024504220577,Doing,Medium,Low,Auditory,Poor,Moderate,67.5730574188107
5.79072833769435,4.61695271277817,Doing,Medium,Medium,Textual,Average,Low,35.7323453070439
2.11744346184413,1.13120246056626,Doing,High,High,Auditory,Good,High,23.7633664786543
3.16304423609401,2.91941808794456,Listening,Medium,Medium,Visual,Average,High,26.0037251046526
0.251201968547562,3.16897679800474,Listening,High,High,Textual,Poor,Low,97.4127599752092
2.17721793705676,2.94570255968885,Doing,Low,High,Visual,Poor,Low,62.7047746757443
3.5681555741479,0.945753953971946,Watching,Low,Low,Textual,Poor,High,0
0.487614933697329,1.93459262787748,Listening,Medium,Low,Visual,Average,High,87.5102284248834
3.48856053274384,0.73071649608419,Watching,Low,Low,Auditory,Average,Low,10.9322044219061
6.49706333912315,2.28051461343342,Watching,Low,Medium,Textual,Average,High,0
0.827213204943856,1.34869519072216,Doing,High,Medium,Textual,Poor,High,52.2871387796507
5.37464102372098,3.02734639977971,Doing,Medium,Medium,Auditory,Average,Moderate,25.2775320706187
2.92673026829435,3.61763777232095,Listening + Watching,Low,Low,Visual,Poor,High,57.6097620779303
4.62069863021793,2.89453937092118,Watching,Medium,Low,Visual,Poor,Low,23.7123275118075
1.89563252609808,2.45406513475128,Listening + Watching,Medium,High,Auditory,Good,Moderate,52.7951191644655
1.20049661153537,2.24300039385512,Doing,Medium,High,Visual,Good,Moderate,70.4224097752281
1.20719203847146,4.28761295643652,Watching,Low,Low,Auditory,Poor,High,73.4205902173478
0.586394424937698,1.48715629279372,Listening,Medium,Medium,Visual,Poor,Moderate,74.8015822790888
1.38096226381858,3.80398252787991,Listening + Watching,Medium,Low,Auditory,Poor,Low,75.5384279217388
4.68311375642388,3.90867046133054,Doing,High,Medium,Auditory,Good,Low,31.0105149307284
6.18366522172021,2.38640003271831,Watching,High,Low,Auditory,Poor,High,5.51553865644124
5.71746723057902,1.83785269651538,Doing,High,Low,Auditory,Good,High,15.3009051270013
4.82742673813394,2.61743668720689,Listening + Watching,High,High,Visual,Good,Low,20.8646677756583
0.861979857536608,0.919462666517143,Doing,Medium,Medium,Textual,Average,Low,46.1949402618353
2.09539337944205,0.706685145030905,Doing,High,Medium,Visual,Average,High,15.1701858730052
2.23766743972504,1.00221439753351,Listening,High,Low,Auditory,Average,Low,13.5167218174177
1.82470293014359,1.34215264158002,Doing,Low,High,Textual,Good,High,28.5261201511988
3.65353905199709,2.76879569152119,Watching,High,Low,Textual,Poor,Moderate,34.8432566417576
3.79532132266974,4.32111486272505,Watching,High,Low,Visual,Average,Moderate,42.8924272113014
2.56251322868066,1.56039049399859,Listening,Low,Medium,Auditory,Good,High,22.4533115266216
2.54114519528141,4.7082290483605,Watching,Medium,Low,Auditory,Poor,High,60.7778087861168
5.81703362555196,4.79708559020752,Doing,Medium,High,Auditory,Average,High,36.6911702712374
5.54612065340583,4.81507072180342,Doing,Low,Low,Auditory,Good,Low,45.164150062427
2.22379123859715,4.26903230604346,Watching,Low,High,Auditory,Average,High,61.8036902200098
6.40514026272549,2.13721268358974,Listening + Watching,Medium,Medium,Textual,Average,High,11.8604546736678
6.67442361731729,0.827077599511804,Doing,High,Medium,Visual,Good,Moderate,0
2.35452354000728,3.05968429294923,Watching,Low,Low,Visual,Average,High,52.4227625511292
2.54553214667208,3.01406649771755,Doing,Low,High,Visual,Good,High,51.1223693652118
3.58887565861152,4.32489095199318,Doing,Low,Medium,Textual,Good,Moderate,56.3874941867584
6.59373360648235,4.98195972925747,Listening,Medium,High,Textual,Average,Low,35.8444156748871
6.14660408868195,2.78670787952066,Watching,Medium,Medium,Visual,Poor,High,17.1343187361852
0.80771894182677,2.05341813967903,Doing,Medium,Medium,Textual,Poor,High,76.7497822268596
2.80984212857277,1.3365577020032,Listening + Watching,Medium,High,Textual,Poor,High,17.285403232606
3.91826120927343,0.521599211678168,Watching,Medium,High,Visual,Good,High,14.6832638324771
3.57161406060563,2.79101161619996,Listening + Watching,High,High,Textual,Average,Moderate,36.7294325062544
1.43765516876456,2.99983400016168,Watching,High,Medium,Auditory,Poor,Moderate,64.9732311186944
6.02583572106027,4.21222315917829,Listening + Watching,Medium,High,Visual,Average,Moderate,29.5028080081267
4.77089140267818,2.7705963555176,Listening + Watching,Medium,Low,Visual,Poor,High,19.8885406632561
5.88156778647744,4.62410756899725,Watching,Medium,High,Visual,Poor,Low,20.2754182639059
6.02547352751136,3.32637564457146,Listening,Low,Medium,Visual,Average,High,24.948022835979
5.2636553902936,4.28151307199487,Listening,Low,High,Textual,Average,High,26.350136497024
3.13055314862305,1.16735780663486,Watching,Medium,High,Visual,Average,Low,7.89280030376775
4.31277260960643,4.34901258636042,Doing,Medium,High,Auditory,Average,High,45.565483542381
1.20652130222623,3.53814734499732,Watching,Low,Low,Textual,Poor,Moderate,80.2711680565706
4.74815338057686,1.26604864597249,Watching,Low,Medium,Textual,Average,Moderate,0.519440382847369
1.33684746460104,1.35393601165705,Doing,Low,Low,Visual,Good,Low,47.5419451777373
4.88825217452008,4.669252785699,Watching,Low,Low,Textual,Poor,Moderate,39.6631546781976
1.68422730920238,0.644969122026678,Watching,Low,Medium,Textual,Good,Low,2.42141732718421
0.911103971036518,2.58140724483068,Doing,Medium,Medium,Textual,Poor,Low,71.8690125488262
1.24046298198641,1.91063880470346,Doing,Medium,High,Visual,Poor,High,57.6691747749209
0.113745733011585,3.49284847999293,Listening,Low,Medium,Auditory,Good,Moderate,99.0142717313026
5.05930336318936,4.27833224406046,Listening + Watching,Medium,High,Visual,Poor,Low,37.7323438305933
5.15356723850282,2.12170154700456,Listening + Watching,Low,Low,Auditory,Good,High,14.7172688404279
3.65304011440149,2.42105939295277,Listening,Low,High,Textual,Poor,Low,26.3781218834456
1.21340332728215,4.91863003025636,Listening,Low,Medium,Auditory,Average,Moderate,74.8538896636862
0.676524928823759,4.02762429355641,Listening + Watching,Medium,High,Visual,Poor,Moderate,90.1850931860361
0.23198986841728,4.53741858919306,Listening,Medium,Low,Visual,Good,High,95.4479765334527
1.24366242106002,2.47442999293233,Watching,Medium,Medium,Visual,Average,Low,58.346294748928
6.24690319138371,1.55334291792852,Listening,Medium,Medium,Textual,Average,Moderate,14.3009249443355
1.7666042077416,2.35338559423903,Listening,High,High,Auditory,Average,Moderate,37.4030631834371
2.54447215779879,3.72241363024181,Listening,Low,High,Visual,Average,Moderate,57.6853518823797
0.826883842921199,0.992436821761907,Listening,Low,High,Visual,Poor,Moderate,48.46661274574
1.63429300276238,1.71711097527429,Listening + Watching,Medium,Low,Visual,Good,Moderate,49.1471862036709
3.68264953838342,0.709861552077157,Doing,Medium,Low,Textual,Average,Low,10.0376471208934
4.29349351336,2.44556482252159,Listening + Watching,High,Medium,Visual,Good,Low,30.4478224479614
1.79293096774686,4.22350581190826,Listening + Watching,Low,Medium,Textual,Good,High,69.6670602439247
0.498351898653309,0.610986597341049,Doing,Low,Low,Textual,Average,Moderate,55.1973172158554
2.79812679697905,3.53895587063225,Listening + Watching,Medium,High,Visual,Good,High,52.2203333920306
1.71600325939171,4.69623143531183,Watching,Medium,High,Textual,Good,Low,70.2303439216116
1.61492207028563,1.56617537680032,Doing,High,Low,Textual,Good,Low,45.2698271161376
6.72305333872284,3.62135678327442,Watching,Low,High,Visual,Good,High,12.8780291916221
4.3524733528875,4.8879585549509,Listening + Watching,High,Low,Visual,Poor,Low,44.2270153764636
3.94246125788746,4.83025127068609,Listening + Watching,Low,High,Auditory,Poor,Moderate,58.6123235492413
2.96884821431092,1.55718136863114,Doing,Medium,High,Visual,Poor,Moderate,38.2671647687563
3.059715900668,0.951489739454309,Listening + Watching,High,Medium,Auditory,Good,Low,13.112456510636
3.83224452648276,1.16727142053162,Listening,Medium,High,Auditory,Poor,Moderate,8.91904721871615
4.90536566854914,3.65916050816964,Watching,Low,High,Auditory,Average,High,29.4297685322336
4.94480806365462,3.76591493953974,Watching,Low,Low,Visual,Good,Low,31.1752983189408
1.2846879631676,3.5340645273269,Listening,High,Low,Auditory,Poor,High,73.2417400479135
3.55077798932873,2.01235274484007,Doing,Medium,Low,Auditory,Poor,Low,31.3045391438925
2.9425108557353,1.26399622891155,Doing,Low,Low,Auditory,Good,Moderate,26.4343605781692
6.10663606725875,3.11342491378514,Listening,Low,High,Visual,Good,Moderate,10.6442256692074
4.4567905564068,2.6765620059104,Listening,High,Low,Visual,Good,Moderate,34.0558332926953
3.77427805827027,3.77975366205037,Watching,High,Medium,Visual,Average,Moderate,39.5326210172782
0.89622303103453,2.4861203540853,Listening,Medium,Low,Visual,Poor,High,71.4263929699766
4.27890143633154,2.02387862608911,Listening,High,High,Textual,Average,High,11.0083338970748
0.908706949193611,1.82065359811556,Listening,Low,Medium,Visual,Poor,Low,59.6616433906242
2.42672537140369,1.45161644022386,Listening + Watching,Medium,High,Auditory,Good,Moderate,28.373833231952
1.08560955721889,1.69585869283998,Listening,Medium,Medium,Visual,Poor,Moderate,56.9069424142709
4.87530816446815,0.926736974798456,Listening + Watching,Medium,Medium,Textual,Good,High,9.84527242108134
1.52313958546945,2.06085654918,Watching,Low,Medium,Textual,Poor,Moderate,47.4810878929252
2.80382967499738,0.664564155633312,Watching,High,High,Textual,Average,Moderate,0
6.28015596556957,1.33886231224847,Doing,Medium,Medium,Visual,Poor,Moderate,0.940388963943349
1.5097830454529,3.86046700078743,Watching,Low,High,Textual,Good,High,69.6984902413096
3.60385494131558,1.9646104490448,Doing,High,Medium,Textual,Average,High,26.6505517032891
2.99297446204555,3.50706657639805,Listening + Watching,Medium,Low,Textual,Average,Moderate,46.9974074511377
0.225055883215535,3.72597879018775,Listening,High,Low,Visual,Poor,High,91.6741082574561
5.57003098365241,3.11533404229451,Watching,High,Medium,Textual,Poor,Moderate,20.2139088412291
0.576416753570738,4.81413983614429,Listening,High,Medium,Textual,Average,Low,89.1774726050565
3.37235964474098,0.59647939980401,Doing,Low,Low,Auditory,Poor,Moderate,6.96796332275226
3.96868023507875,3.82393692764664,Listening + Watching,Medium,Low,Auditory,Good,Moderate,33.8439458692978
4.43614255064065,4.81453989773184,Watching,Medium,High,Auditory,Good,Low,37.5762668053753
4.85155824222434,4.38022278208823,Listening,Medium,Low,Textual,Poor,Moderate,38.6978703488461
1.84757944630673,1.25551711312256,Doing,Low,High,Auditory,Average,Moderate,27.143348724692
0.168853558943301,1.97069137813279,Listening,High,Medium,Visual,Poor,Low,96.1068432888256
5.09176127024889,1.27603327944409,Watching,Low,High,Auditory,Average,Moderate,10.7814287702375
3.79603053549829,3.20588763716617,Listening,Medium,Medium,Visual,Average,Low,27.6474188390207
5.86921215213002,3.70484591890772,Listening + Watching,High,High,Auditory,Good,Low,24.7879388118592
5.76757970401479,1.92683196213376,Watching,Low,High,Auditory,Poor,Moderate,11.9489426988017
5.91895055773639,2.92777958292933,Doing,Low,High,Auditory,Average,Moderate,28.4078127016172
3.44715315385883,3.60914256532038,Watching,Low,Medium,Visual,Average,Moderate,37.2527420850623
2.40203593127437,2.39602917474972,Doing,Low,Medium,Visual,Average,Low,37.5891943895978
5.56175159788045,4.34306988704957,Doing,High,High,Auditory,Average,Low,43.0613305779937
3.21392937990186,3.97197470879518,Watching,Low,Medium,Visual,Good,High,49.4428557639057
1.3657511551837,0.790994947327568,Doing,High,High,Auditory,Good,Low,28.7915353460504
5.99932073497417,3.29506384590873,Watching,Low,Medium,Textual,Good,High,22.7692078691035
6.1896631497292,1.55896497931887,Listening + Watching,Medium,High,Textual,Good,Low,2.46110772548786
3.31753731736717,3.00883219100274,Listening + Watching,Low,Low,Textual,Good,Moderate,41.6566811360292
0.622328118437534,4.80599799184835,Listening,Low,Low,Visual,Poor,Moderate,87.4280150176561
2.77600002042683,4.45577902048513,Listening + Watching,Medium,High,Textual,Poor,Moderate,63.1464832466281
5.64440985029196,2.32032381401809,Doing,High,Medium,Auditory,Good,High,21.7760525659977
6.32224079696898,1.81181236254959,Listening,Low,High,Auditory,Average,Moderate,8.93451131250935
1.50396192323341,1.55482584983717,Listening,Low,Low,Visual,Average,Low,42.004115765339
0.562117922974374,2.89631691390434,Watching,Medium,Low,Auditory,Poor,Moderate,85.6125968133321
6.15371812661659,1.01411803966125,Listening,High,High,Textual,Poor,Moderate,2.65238148573221
2.78689407895424,2.97173753657712,Watching,Medium,Low,Auditory,Poor,Low,42.9826559032811
3.83815065344619,0.506001377708564,Listening,Low,High,Visual,Good,High,0
6.77965410315024,1.9573233383563,Listening + Watching,High,Low,Auditory,Average,Moderate,7.77876940954052
0.559296622608138,1.48970441223762,Watching,Low,Medium,Auditory,Average,High,72.7102848739607
4.57339425141946,4.87048455482352,Doing,Medium,Medium,Textual,Poor,High,51.3541914885236
0.611327415766583,3.77259043806491,Listening,Low,Medium,Visual,Poor,Moderate,82.7853743637678
2.69073560641885,2.07344021208007,Listening + Watching,Medium,High,Textual,Poor,Low,28.4323490702596
5.64632036183478,0.917802889387792,Listening + Watching,Medium,High,Auditory,Poor,High,0
3.09095840601388,2.82560267610781,Watching,High,Medium,Visual,Good,Low,29.1837288341235
6.98055824193036,1.46051546596719,Watching,Medium,Medium,Auditory,Average,High,0.142218852788396
3.95750906613156,2.91393295654261,Watching,High,Medium,Auditory,Good,Moderate,25.4809599375308
2.31601885318808,4.25913059380502,Doing,High,Low,Textual,Average,Low,65.6409307185478
1.6187681487428,3.27106648445623,Doing,High,Medium,Auditory,Good,Low,63.9396351417114
2.51859168657452,3.35204788795251,Doing,High,Low,Visual,Average,High,47.1097877222386
2.6704795889409,2.93463630078265,Listening,High,Medium,Visual,Good,Low,41.8857803533552
0.574124376295331,4.67269534684134,Doing,Medium,High,Textual,Average,Moderate,98.0728881008245
2.65006197604474,4.69356207989272,Watching,Medium,Medium,Textual,Good,Low,61.9645016629153
3.30324578620065,2.80725440483098,Listening + Watching,High,Low,Visual,Average,Low,41.4051877213094
5.08689049044775,1.87591769214577,Listening + Watching,Medium,Medium,Textual,Poor,High,15.1042951384984
4.6314334445791,2.5681415264575,Watching,High,Low,Auditory,Average,Low,19.0468192244718
4.99048302108117,1.33951060488027,Doing,Medium,Medium,Visual,Average,Low,15.7898898396811
0.157709404950314,3.3635494189314,Doing,High,Low,Textual,Good,Moderate,100
1.6019050571057,2.75041551102005,Watching,Low,Low,Visual,Poor,Low,54.4709603465866
